,InvoiceID,Barcode
30910,VN0189010102230283,"8801104940146, 8935049501374, 8934680043212, 8936104380316, 8936079123253, 8850389103142, 8809041428925, 8936034875333"
30911,VN0189010102230284,"8935049510864, 8850157100557"
30912,VN0189010102230285,"2703010000050, 8934588873058, 8935335400169, 260202000017, 2010805000028"
30913,VN0189010102230286,"8934588063176, 8936036027464"
30914,VN0189010102230293,"8935049501381, 8935049510864, 8934839125905, 8936176752349"
30915,VN0189010102230295,"8935237704921, 8938503931564"
30916,VN0189010102230297,"8934588023132, 8935049501633, 9556001222343, 8934588233074"
30917,VN0189010102230298,"2705010000030, 2704010000057, 8936176752349"
30918,VN0189010102230299,"8935049510864, 8809296888734, 8809296883388"
30919,VN0189010102230302,"5900020033956, 3387390320558"
30920,VN0189010102230303,"8934563151157, 8934563805159, 8938500432781"
30921,VN0189010102230304,"8936104380316, 8936147110178"
30922,VN0189010102230305,"8936104380316, 8936034875333"
30923,VN0189010102230306,"8936146442263, 8936010532113, 8936104380316, 8936034875357"
30924,VN0189010102230307,"8935049500148, 8936104380316"
30925,VN0189010102230308,"2010805000356, 8934803043884, 8934803043785, 8936036020403, 8801073211063, 8934822111212, 8936101345837, 8936127790017, 8935311100472"
30926,VN0189010102230309,"8809486363232, 8809486363249"
30927,VN0189010102230310,"8936094296307, 8934822101503"
30928,VN0189010102230311,"2010101000012, 8935049510864"
30929,VN0189010102230312,"8935030219790, 8935107202397"
30930,VN0189010102230313,"8934588063176, 8935237704921, 8936104380057, 8936010532090, 8934563651138, 8936079121020, 8936079121815, 8934563619138, 8936071070203, 8936034875333, 8934563193263, 8934563131258, 8935049510604"
30931,VN0189010102230315,"2601010000172, 2010805000233, 2270301000308, 2010803000181"
30932,VN0189010102230316,"8934822201210, 2250302000033"
30933,VN0189010102230321,"8934803026078, 8935006353152, 8935006352766, 8934588873058"
30934,VN0189010102230324,"8936104380316, 8936104380163, 8936010681361, 8934564600869, 8934588873058, 8936146440757"
30935,VN0189010102230325,"8938507849025, 8936071091796, 8934588672118, 8936076270295, 8934841901641, 8934841900446"
30936,VN0189010102230326,"8934563654146, 8934563651138"
30937,VN0189010102230327,"8934588063176, 8850157514996, 8850987101489, 8936013680033"
30938,VN0189010102230328,"8935237711349, 4986614246477"
30939,VN0189010102230329,"8935001712411, 2010803000167, 8934673700108, 9300682001304, 2010805000233, 260201013661, 2270301000308, 8934804037769"
30940,VN0189010102230332,"8801104940146, 8850006932346, 8936025774010, 8936025774010, 8938501434012"
30941,VN0189010102230333,"8934588023132, 8934588063060, 8936094291302, 8802340112168, 8935112200005, 8801048181292, 8938501434012"
30942,VN0189010102230336,"8935004401268, 8936049691126, 8935006353152, 8935006355408"
30943,VN0189010102230337,"5038483869178, 9556001222343"
30944,VN0189010102230338,"8850006304709, 8935237704921, 8935049510673, 8935049510857, 8934755014345, 8859578603432, 8935049501633, 8852052110600, 2010101000005, 8934588013133, 8934588663130, 8809296888734"
30945,VN0189010102230339,"8935049510857, 8935006360006, 2270301000308"
30946,VN0189010102230341,"8936079121822, 8936079121815, 8938503931564, 8801045890692, 8801048181292, 8934588232114, 8992931005099, 8938501434012"
30947,VN0189010102230342,"8935237704921, 8934563138165, 8802340112151, 8801048921003, 8934804037769"
30948,VN0189010102230343,"8935001282266, 8936127790017"
30949,VN0189010102230344,"8935049510147, 8936127790017"
30950,VN0189010102230345,"8850006331866, 8991991161332, 4909978150211, 4901872466146"
30951,VN0189010102230347,"2010101000012, 8934839127978"
30952,VN0189010102230348,"6915878221577, 8936061260331"
30953,VN0189010102230353,"8934588063060, 8801104940146, 6915878221577, 8938503131926, 8934755035180, 8935001282266, 8935049512004, 8850228003046, 8934822120214, 8934822801335, 8935001282365"
30954,VN0189010102230355,"8938507849094, 4806534410003, 8852052110600, 8934563619138, 8934803026078, 8936101342409"
30955,VN0189010102230356,"8936031835118, 8936036026153, 8935006352766, 8938512632025"
30956,VN0189010102230357,"8936104380163, 8934804039220, 8934841901641"
30957,VN0189010102230358,"8934588023132, 8934563123130, 8934563138165, 8801048181292"
30958,VN0189010102230360,"8934563670139, 8936036028119"
30959,VN0189010102230361,"4901301214614, 8850006331866, 9300647000342, 8809057515664"
30960,VN0189010102230362,"8935049501503, 8934588672118, 8801048951000, 8934822101503"
30961,VN0189010102230363,"8936103260312, 2080101001838, 8934673613828"
30962,VN0189010102230364,"8852052110600, 8850987145209, 8934563462154, 8936071070197, 8936071070203, 8852660616044, 8859578602077"
30963,VN0189010102230365,"89686010947, 4895138308427, 8936036021738, 8938501434012"
30964,VN0189010102230366,"8936010532090, 8936010532113, 8938512632025"
30965,VN0189010102230367,"8850157100519, 8859578600554, 8934822121211, 8934822111212"
30966,VN0189010102230368,"2701010000049, 2601010000165, 8936049051654, 8801073210363, 2010803000181"
30967,VN0189010102230370,"8934680033428, 9556001216144, 9556001227560, 93682961, 9556001216236, 5900020027948, 8934803043730, 4000415028305, 4897010448061, 9556001222343"
30968,VN0189010102230371,"8936035100397, 8934673613828"
30969,VN0189010102230372,"8935049500698, 4897036691342"
30970,VN0189010102230374,"8802876204603, 2702010000046"
30971,VN0189010102230375,"8935049510864, 8938512632025"
30972,VN0189010102230376,"8935001282280, 8934804037783, 8936034875357, 8936176752349"
30973,VN0189010102230377,"8935049500155, 9556001029362, 8934803043884, 8934803044270, 8936036027099"
30974,VN0189010102230378,"2701020000077, 8936127794008, 8938501434012"
30975,VN0189010102230379,"8936071070203, 8936049051753, 8801048181292, 8934588233074"
30976,VN0189010102230380,"8936146442263, 8935049510864, 8936147110178, 8936036021738, 8936049051630, 8859578602633, 8801073210363, 8934822170219, 8934822110215, 8936127790017, 260201013661"
30977,VN0189010102230381,"8934563651138, 8850157100557"
30978,VN0189010102230382,"8936010532090, 8935049510857, 8935049510864, 8934588012112"
30979,VN0189010102230384,"8938503131773, 8934563550196, 8936034876118, 8801073113268"
30980,VN0189010102230385,"8802340112168, 8802340112151, 8938501434012"
30981,VN0189010102230386,"8934673700108, 8938512632025, 8935001282365"
30982,VN0189010102230387,"8993163508112, 2701020000077, 8936079121815, 2010103000034, 8934803012880, 8934803042276, 260201013661"
30983,VN0189010102230388,"8935001282280, 8936076270295"
30984,VN0189010102230390,"8936185351397, 8936185351366, 8936185351410, 8934563347130, 31146150601, 8934803024814, 8936036021745"
30985,VN0189010102230391,"8935049510864, 8934588233074"
30986,VN0189010102230393,"8935001282327, 8934564600869"
30987,VN0189010102230396,"260201013661, 8935311101073"
30988,VN0189010102230398,"8935049510857, 8934803024814, 8934803042276"
30989,VN0189010102230399,"8934588063176, 8802340112168, 8934803024814, 8938501434012"
30990,VN0189010102230400,"8935237711448, 8935029600011"
30991,VN0189010102230404,"8934563670139, 8938530880040, 8935102114114, 8936146440122, 2250302000026, 8934563221157, 31146270606, 8936136164694, 8935006360006, 8934588293559, 8934588873058, 8852008510010, 8936146443369"
30992,VN0189010102230405,"8934588063060, 8802340112168, 8993163508112, 4895138308540, 8934563619138, 31146270606, 8936049051623, 8935006360006, 8801048951000, 8934822101336"
30993,VN0189010102230406,"8934588023132, 8850157400107, 8850157400077, 8852052110600, 8936079121815, 8801048951000"
30994,VN0189010102230408,"8934588063060, 8936110051224"
30995,VN0189010102230410,"8936146442263, 8938507849025"
30996,VN0189010102230411,"8938507849094, 8997035600638"
30997,VN0189010102230414,"7891962050713, 4902888183447, 3387390320558, 8936036026191"
30998,VN0189010102230416,"8935049510857, 8938512632025"
30999,VN0189010102230419,"8935049501374, 8935049510857, 8935001282310"
31000,VN0189010102230421,"5038483151648, 8934563619138"
31001,VN0189010102230422,"8936185351410, 8934822171216, 8934822121211, 8934822111212"
31002,VN0189010102230423,"8936176751021, 4909978149918, 8938501434012"
31003,VN0189010102230425,"8934588063060, 8934680033428, 8935102114114, 8935268201437, 8852052110600, 8850157100519, 8850157100526, 8801147123643, 8803628001105, 8938503931908, 8936036021738, 8935006353152, 8936079122348, 8801073110502, 8936061260331, 8934588233074, 8934588232114, 8936101342409, 8938501434012, 8934841900293, 8934841900446"
31004,VN0189010102230427,"8934839128692, 8935049510864, 8935268201437, 8934803024814, 8934588873058"
31005,VN0189010102230428,"8934588063060, 8935049500155, 6915878221577, 8936049691126, 8936036021721, 8801048951000, 8936132380234, 8936132380197, 8936036026160, 8936013680033, 8936146440757"
31006,VN0189010102230431,"8801104940023, 8935237704921, 6915878221577"
31007,VN0189010102230433,"8850157400107, 8859578603821, 40677767, 8936104380316, 8850228003046, 8934588232114"
31008,VN0189010102230435,"8934588063060, 8850006327647, 8938503131834, 8934563619138, 8936036021738, 8936036021745, 8934588293559, 8934588293559, 8934588873058, 8934673501354"
31009,VN0189010102230436,"8938507849032, 89303375"
31010,VN0189010102230437,"8934563619138, 8935006359314, 8934588243011"
31011,VN0189010102230438,"8938530880040, 8936146440450, 8935268201437"
31012,VN0189010102230440,"2010101000005, 8934588233074"
31013,VN0189010102230442,"8935049510857, 2010805000295"
31014,VN0189010102230445,"8935049510857, 8992775343128, 8934563138165, 8934803026078, 8934588233074"
31015,VN0189010102230448,"2260501000031, 2260501000109, 2605010128881, 2260501000055"
31016,VN0189010102230449,"31146270606, 8801043015653, 8992760223015, 8936036027891"
31017,VN0189010102230450,"8934563619138, 8936136164717"
31018,VN0189010102230451,"8935001716679, 8935049510857, 8936049690976, 8935005801012, 2250302000033, 31146270606, 8935006356337, 8935335400169"
31019,VN0189010102230452,"8935237711448, 8850006932322"
31020,VN0189010102230453,"8802340112168, 8936079121020, 2010101000005, 8936147110178, 8936136164403, 8936036028225, 8934673700115, 8934804045078"
31021,VN0189010102230454,"8935297101807, 8936146440474, 8858223013039, 8936101342409"
31022,VN0189010102230456,"8809301767603, 8934692090020, 4901331011641, 8936036028003, 8936036028560, 8859578600370, 8935012413321, 8934822101503, 8934822801335, 8413178364850"
31023,VN0189010102230460,"8938545001041, 8935005800145, 8936127790017"
31024,VN0189010102230462,"8934588013133, 8934588873058, 8935001282365"
31025,VN0189010102230463,"8934588063176, 8908009419651, 8809005028970"
31026,VN0189010102230466,"8936146442263, 8935268201437, 8934563651138, 8691216090453, 8936071070203"
31027,VN0189010102230467,"8934588063060, 8934563138165, 8936025774010, 8936049051722"
31028,VN0189010102230468,"8850157403252, 8850157400107, 8934673613828"
31029,VN0189010102230470,"8809301767603, 8935049501244, 8809486363232, 4901301214614, 8934755014314, 8934839125905, 8997035601321, 8934822271213"
31030,VN0189010102230472,"8934803043785, 8934673573344"
31031,VN0189010102230476,"8992727007450, 8992931005099"
31032,VN0189010102230477,"8850157400077, 8850157400206, 8852023670805, 8936079123253, 8934803043075, 8936136164403, 8936036021738, 8936036027891"
31033,VN0189010102230479,"8936079121778, 8936049051647, 8934822170219, 8934822110215, 8934673574341"
31034,VN0189010102230480,"8936094291005, 5391516874342"
31035,VN0189010102230481,"8936079121167, 8936079123277, 8936079122324, 8934673574341"
31036,VN0189010102230482,"8934563619138, 8801073110502"
31037,VN0189010102230483,"8801104940146, 8936079121167, 8936079121013, 8936079121020, 8936079123253, 8936079123277, 8936079122324"
31038,VN0189010102230484,"8935049510857, 8934563123130, 8934564600357, 8935001282365"
31039,VN0189010102230485,"8935005801012, 8934803024814, 8934803012880, 8936079122331, 8801048951000"
31040,VN0189010102230486,"8936079120139, 2010101000005, 8936061260331"
31041,VN0189010102230487,"8935049510147, 8935049501633"
31042,VN0189010102230488,"8935049510857, 9556001198839, 8857099003885, 8934803024814, 8934803043891, 8934563102166"
31043,VN0189010102230489,"8935006353152, 8908009419644, 6914973607729"
31044,VN0189020102230001,"8935049501374, 8934564600173"
31045,VN0189020102230003,"8938502525351, 2010903000098"
31046,VN0189020102230004,"2010902000228, 2701020000022"
31047,VN0189020102230006,"2270103000100, 2270103000025, 2250302000033, 8809041428925"
31048,VN0189020102230007,"2010902000228, 2701020000015, 2270102000361, 2701020000022, 2010903000098, 8936025774010, 8801043015653, 5000159459228"
31049,VN0189020102230008,"8850006332559, 8850006332320, 8936063370359, 8938503931564, 8934563193263, 8934563131258"
31050,VN0189020102230010,"8851123237031, 9556007002215"
31051,VN0189020102230012,"2090103000203, 2010901000120, 2270301000322, 8934588673139, 2010904000035, 8934588233074, 8934588293559"
31052,VN0189020102230013,"2010901000120, 2250302000033"
31053,VN0189020102230014,"8936127796217, 8936127796217"
31054,VN0189020102230015,"8934563138165, 8935112200005"
31055,VN0189020102230016,"8934563670139, 2010902000198, 5010232955233, 96104033, 8936079140021, 8936079121822, 8938541439589, 8934673700115"
31056,VN0189020102230017,"8938507849025, 2701010000018, 8938512632025"
31057,VN0189020102230020,"8934588293559, 8934841900446"
31058,VN0189020102230021,"8935049500155, 2601010000165"
31059,VN0189020102230023,"8938502525368, 8935217400355, 260202000017"
31060,VN0189020102230024,"8935049510864, 2250302000033, 2010904000035"
31061,VN0189020102230025,"2010805000356, 260202000017, 8935001214236"
31062,VN0189020102230026,"8997035601321, 8801382148524"
31063,VN0189020102230027,"8938502525351, 8934673581349, 8934673613828"
31064,VN0189020102230028,"2701020000046, 2270102000033"
31065,VN0189020102230030,"8938503131926, 8938503131995"
31066,VN0189020102230035,"8936079140021, 2270201000002"
31067,VN0189020102230038,"8857118170017, 8935241702609"
31068,VN0189020102230039,"8935049501190, 2010103000034, 2250103000058"
31069,VN0189020102230040,"8936031835538, 8936079140021, 8938541439442"
31070,VN0189020102230041,"8888336008080, 8992931005020"
31071,VN0189020102230042,"8935004401466, 2250302000026"
31072,VN0189020102230044,"4902430845212, 8934964100723, 8935049510864, 8936114080084, 4902430355193, 4005900926081, 8934868167907"
31073,VN0189020102230046,"8934588063053, 8936127790031"
31074,VN0189020102230047,"2010904000035, 260202000017"
31075,VN0189020102230050,"8936036027464, 8935049501190"
31076,VN0189020102230051,"8857099003885, 8934839125905"
31077,VN0189020102230052,"8850389302835, 8934563651138, 8936079121020, 8936079121815, 8803628001105, 8936049051623, 8934563116262, 8936127794008"
31078,VN0189020102230054,"8850228005521, 8850228003046"
31079,VN0189020102230055,"8935049500698, 9556001198839, 8935006353152, 2010904000028"
31080,VN0189020102230056,"8934588063053, 8936185350215, 2010101000005, 8934563619138, 8936136164748, 8936049051654"
31081,VN0189020102230059,"2701020000015, 2010904000141"
31082,VN0189020102230061,"8801104940146, 2701020000015, 2010903000135, 8934804025766, 8934804039220"
31083,VN0189020102230062,"2010905000010, 2010902000198, 2270102000361, 2701030000074, 8934588232114"
31084,VN0189020102230063,"2010901000304, 2010101000005, 8934588712081, 8934804037769"
31085,VN0189020102230064,"8934563651138, 2010903000135, 8934588232114"
31086,VN0189020102230065,"2701020000015, 2702010000077, 8935217400157"
31087,VN0189020102230068,"2270102000361, 8936049691140, 8934673613828"
31088,VN0189020102230069,"8934563651138, 8934563619138, 8801906164351, 8935112200005, 8938512632032"
31089,VN0189020102230072,"8936036027464, 8934804034058, 8935006355408"
31090,VN0189020102230074,"8859578601421, 8992931005099"
